Date and Time Run 1,Time (s) Run 1,Temperature (°C) Run 1,Date and Time Run 2,Time (s) Run 2,Temperature (°C) Run 2
,,,10/21/2020 02:15:01 pm,165.500,11.3
,,,10/21/2020 02:15:02 pm,166.000,11.3
,,,10/21/2020 02:15:02 pm,166.500,11.2
,,,10/21/2020 02:15:03 pm,167.000,11.2
,,,10/21/2020 02:15:03 pm,167.500,11.2
,,,10/21/2020 02:15:04 pm,168.000,11.1
,,,10/21/2020 02:15:04 pm,168.500,11.1
,,,10/21/2020 02:15:05 pm,169.000,11.1
,,,10/21/2020 02:15:05 pm,169.500,11.0
,,,10/21/2020 02:15:06 pm,170.000,11.0
,,,10/21/2020 02:15:06 pm,170.500,11.0
,,,10/21/2020 02:15:07 pm,171.000,11.0
,,,10/21/2020 02:15:07 pm,171.500,10.9
,,,10/21/2020 02:15:08 pm,172.000,10.9
,,,10/21/2020 02:15:08 pm,172.500,10.9
,,,10/21/2020 02:15:09 pm,173.000,10.8
,,,10/21/2020 02:15:09 pm,173.500,10.8
,,,10/21/2020 02:15:10 pm,174.000,10.7
,,,10/21/2020 02:15:10 pm,174.500,10.7
,,,10/21/2020 02:15:11 pm,175.000,10.6
,,,10/21/2020 02:15:11 pm,175.500,10.6
,,,10/21/2020 02:15:12 pm,176.000,10.5
,,,10/21/2020 02:15:12 pm,176.500,10.5
,,,10/21/2020 02:15:13 pm,177.000,10.4
,,,10/21/2020 02:15:13 pm,177.500,10.4
,,,10/21/2020 02:15:14 pm,178.000,10.4
,,,10/21/2020 02:15:14 pm,178.500,10.3
,,,10/21/2020 02:15:15 pm,179.000,10.3
,,,10/21/2020 02:15:15 pm,179.500,10.3
,,,10/21/2020 02:15:16 pm,180.000,10.3
,,,10/21/2020 02:15:16 pm,180.500,10.3
,,,10/21/2020 02:15:17 pm,181.000,10.2
,,,10/21/2020 02:15:17 pm,181.500,10.2
,,,10/21/2020 02:15:18 pm,182.000,10.2
,,,10/21/2020 02:15:18 pm,182.500,10.1
,,,10/21/2020 02:15:19 pm,183.000,10.1
,,,10/21/2020 02:15:19 pm,183.500,10.1
,,,10/21/2020 02:15:20 pm,184.000,10.0
,,,10/21/2020 02:15:20 pm,184.500,10.0
,,,10/21/2020 02:15:21 pm,185.000,10.0
,,,10/21/2020 02:15:21 pm,185.500,10.0
,,,10/21/2020 02:15:22 pm,186.000,9.9
,,,10/21/2020 02:15:22 pm,186.500,9.9
,,,10/21/2020 02:15:23 pm,187.000,9.8
,,,10/21/2020 02:15:23 pm,187.500,9.8
,,,10/21/2020 02:15:24 pm,188.000,9.7
,,,10/21/2020 02:15:24 pm,188.500,9.7
,,,10/21/2020 02:15:25 pm,189.000,9.7
,,,10/21/2020 02:15:25 pm,189.500,9.7
,,,10/21/2020 02:15:26 pm,190.000,9.7
,,,10/21/2020 02:15:26 pm,190.500,9.6
,,,10/21/2020 02:15:27 pm,191.000,9.6
,,,10/21/2020 02:15:27 pm,191.500,9.6
,,,10/21/2020 02:15:28 pm,192.000,9.6
,,,10/21/2020 02:15:28 pm,192.500,9.6
,,,10/21/2020 02:15:29 pm,193.000,9.5
,,,10/21/2020 02:15:29 pm,193.500,9.5
,,,10/21/2020 02:15:30 pm,194.000,9.5
,,,10/21/2020 02:15:30 pm,194.500,9.5
,,,10/21/2020 02:15:31 pm,195.000,9.5
,,,10/21/2020 02:15:31 pm,195.500,9.4
,,,10/21/2020 02:15:32 pm,196.000,9.4
,,,10/21/2020 02:15:32 pm,196.500,9.4
,,,10/21/2020 02:15:33 pm,197.000,9.4
,,,10/21/2020 02:15:33 pm,197.500,9.3
,,,10/21/2020 02:15:34 pm,198.000,9.3
,,,10/21/2020 02:15:34 pm,198.500,9.3
,,,10/21/2020 02:15:35 pm,199.000,9.3
,,,10/21/2020 02:15:35 pm,199.500,9.3
,,,10/21/2020 02:15:36 pm,200.000,9.3
,,,10/21/2020 02:15:36 pm,200.500,9.3
,,,10/21/2020 02:15:37 pm,201.000,9.3
,,,10/21/2020 02:15:37 pm,201.500,9.2
,,,10/21/2020 02:15:38 pm,202.000,9.2
,,,10/21/2020 02:15:38 pm,202.500,9.2
,,,10/21/2020 02:15:39 pm,203.000,9.2
,,,10/21/2020 02:15:39 pm,203.500,9.2
,,,10/21/2020 02:15:40 pm,204.000,9.2
,,,10/21/2020 02:15:40 pm,204.500,9.1
,,,10/21/2020 02:15:41 pm,205.000,9.1
,,,10/21/2020 02:15:41 pm,205.500,9.1
,,,10/21/2020 02:15:42 pm,206.000,9.1
,,,10/21/2020 02:15:42 pm,206.500,9.0
,,,10/21/2020 02:15:43 pm,207.000,9.0
,,,10/21/2020 02:15:43 pm,207.500,9.0
,,,10/21/2020 02:15:44 pm,208.000,9.0
,,,10/21/2020 02:15:44 pm,208.500,9.0
,,,10/21/2020 02:15:45 pm,209.000,9.0
,,,10/21/2020 02:15:45 pm,209.500,9.0
,,,10/21/2020 02:15:46 pm,210.000,9.0
,,,10/21/2020 02:15:46 pm,210.500,8.9
,,,10/21/2020 02:15:47 pm,211.000,8.9
,,,10/21/2020 02:15:47 pm,211.500,8.9
,,,10/21/2020 02:15:48 pm,212.000,8.9
,,,10/21/2020 02:15:48 pm,212.500,8.9
,,,10/21/2020 02:15:49 pm,213.000,8.9
,,,10/21/2020 02:15:49 pm,213.500,8.9
,,,10/21/2020 02:15:50 pm,214.000,8.9
,,,10/21/2020 02:15:50 pm,214.500,8.8
,,,10/21/2020 02:15:51 pm,215.000,8.8
,,,10/21/2020 02:15:51 pm,215.500,8.8
,,,10/21/2020 02:15:52 pm,216.000,8.8
,,,10/21/2020 02:15:52 pm,216.500,8.8
,,,10/21/2020 02:15:53 pm,217.000,8.8
,,,10/21/2020 02:15:53 pm,217.500,8.7
,,,10/21/2020 02:15:54 pm,218.000,8.7
,,,10/21/2020 02:15:54 pm,218.500,8.7
,,,10/21/2020 02:15:55 pm,219.000,8.7
,,,10/21/2020 02:15:55 pm,219.500,8.7
,,,10/21/2020 02:15:56 pm,220.000,8.7
,,,10/21/2020 02:15:56 pm,220.500,8.7
,,,10/21/2020 02:15:57 pm,221.000,8.7
,,,10/21/2020 02:15:57 pm,221.500,8.6
,,,10/21/2020 02:15:58 pm,222.000,8.6
,,,10/21/2020 02:15:58 pm,222.500,8.6
,,,10/21/2020 02:15:59 pm,223.000,8.6
,,,10/21/2020 02:15:59 pm,223.500,8.6
,,,10/21/2020 02:16:00 pm,224.000,8.5
,,,10/21/2020 02:16:00 pm,224.500,8.5
,,,10/21/2020 02:16:01 pm,225.000,8.5
,,,10/21/2020 02:16:01 pm,225.500,8.5
,,,10/21/2020 02:16:02 pm,226.000,8.5
,,,10/21/2020 02:16:02 pm,226.500,8.5
,,,10/21/2020 02:16:03 pm,227.000,8.5
,,,10/21/2020 02:16:03 pm,227.500,8.5
,,,10/21/2020 02:16:04 pm,228.000,8.4
,,,10/21/2020 02:16:04 pm,228.500,8.4
,,,10/21/2020 02:16:05 pm,229.000,8.4
,,,10/21/2020 02:16:05 pm,229.500,8.4
,,,10/21/2020 02:16:06 pm,230.000,8.4
,,,10/21/2020 02:16:06 pm,230.500,8.4
,,,10/21/2020 02:16:07 pm,231.000,8.4
,,,10/21/2020 02:16:07 pm,231.500,8.3
,,,10/21/2020 02:16:08 pm,232.000,8.3
,,,10/21/2020 02:16:08 pm,232.500,8.3
,,,10/21/2020 02:16:09 pm,233.000,8.3
,,,10/21/2020 02:16:09 pm,233.500,8.3
,,,10/21/2020 02:16:10 pm,234.000,8.3
,,,10/21/2020 02:16:10 pm,234.500,8.3
,,,10/21/2020 02:16:11 pm,235.000,8.3
,,,10/21/2020 02:16:11 pm,235.500,8.3
,,,10/21/2020 02:16:12 pm,236.000,8.3
,,,10/21/2020 02:16:12 pm,236.500,8.2
,,,10/21/2020 02:16:13 pm,237.000,8.3
,,,10/21/2020 02:16:13 pm,237.500,8.2
,,,10/21/2020 02:16:14 pm,238.000,8.2
,,,10/21/2020 02:16:14 pm,238.500,8.2
,,,10/21/2020 02:16:15 pm,239.000,8.2
,,,10/21/2020 02:16:15 pm,239.500,8.2
,,,10/21/2020 02:16:16 pm,240.000,8.2
,,,10/21/2020 02:16:16 pm,240.500,8.2
,,,10/21/2020 02:16:17 pm,241.000,8.2
,,,10/21/2020 02:16:17 pm,241.500,8.2
,,,10/21/2020 02:16:18 pm,242.000,8.2
,,,10/21/2020 02:16:18 pm,242.500,8.1
,,,10/21/2020 02:16:19 pm,243.000,8.1
,,,10/21/2020 02:16:19 pm,243.500,8.1
,,,10/21/2020 02:16:20 pm,244.000,8.1
,,,10/21/2020 02:16:20 pm,244.500,8.1
,,,10/21/2020 02:16:21 pm,245.000,8.1
,,,10/21/2020 02:16:21 pm,245.500,8.1
,,,10/21/2020 02:16:22 pm,246.000,8.1
,,,10/21/2020 02:16:22 pm,246.500,8.1
,,,10/21/2020 02:16:23 pm,247.000,8.1
,,,10/21/2020 02:16:23 pm,247.500,8.1
,,,10/21/2020 02:16:24 pm,248.000,8.1
,,,10/21/2020 02:16:24 pm,248.500,8.1
,,,10/21/2020 02:16:25 pm,249.000,8.1
,,,10/21/2020 02:16:25 pm,249.500,8.1
,,,10/21/2020 02:16:26 pm,250.000,8.1
,,,10/21/2020 02:16:26 pm,250.500,8.1
,,,10/21/2020 02:16:27 pm,251.000,8.1
,,,10/21/2020 02:16:27 pm,251.500,8.1
,,,10/21/2020 02:16:28 pm,252.000,8.1
,,,10/21/2020 02:16:28 pm,252.500,8.1
,,,10/21/2020 02:16:29 pm,253.000,8.1
,,,10/21/2020 02:16:29 pm,253.500,8.1
,,,10/21/2020 02:16:30 pm,254.000,8.1
,,,10/21/2020 02:16:30 pm,254.500,8.1
,,,10/21/2020 02:16:31 pm,255.000,8.1
,,,10/21/2020 02:16:31 pm,255.500,8.1
,,,10/21/2020 02:16:32 pm,256.000,8.1
,,,10/21/2020 02:16:32 pm,256.500,8.1
,,,10/21/2020 02:16:33 pm,257.000,8.1
,,,10/21/2020 02:16:33 pm,257.500,8.1
,,,10/21/2020 02:16:34 pm,258.000,8.1
,,,10/21/2020 02:16:34 pm,258.500,8.1
,,,10/21/2020 02:16:35 pm,259.000,8.1
,,,10/21/2020 02:16:35 pm,259.500,8.1
,,,10/21/2020 02:16:36 pm,260.000,8.1
,,,10/21/2020 02:16:36 pm,260.500,8.1
,,,10/21/2020 02:16:37 pm,261.000,8.1
,,,10/21/2020 02:16:37 pm,261.500,8.1
,,,10/21/2020 02:16:38 pm,262.000,8.1
,,,10/21/2020 02:16:38 pm,262.500,8.1
,,,10/21/2020 02:16:39 pm,263.000,8.1
,,,10/21/2020 02:16:39 pm,263.500,8.1
,,,10/21/2020 02:16:40 pm,264.000,8.1
,,,10/21/2020 02:16:40 pm,264.500,8.1
,,,10/21/2020 02:16:41 pm,265.000,8.1
,,,10/21/2020 02:16:41 pm,265.500,8.1
,,,10/21/2020 02:16:42 pm,266.000,8.1
,,,10/21/2020 02:16:42 pm,266.500,8.1
,,,10/21/2020 02:16:43 pm,267.000,8.0
,,,10/21/2020 02:16:43 pm,267.500,8.0
,,,10/21/2020 02:16:44 pm,268.000,8.0
,,,10/21/2020 02:16:44 pm,268.500,8.0
,,,10/21/2020 02:16:45 pm,269.000,8.0
,,,10/21/2020 02:16:45 pm,269.500,7.9
,,,10/21/2020 02:16:46 pm,270.000,7.9
,,,10/21/2020 02:16:46 pm,270.500,7.9
,,,10/21/2020 02:16:47 pm,271.000,7.9
,,,10/21/2020 02:16:47 pm,271.500,7.9
,,,10/21/2020 02:16:48 pm,272.000,7.9
,,,10/21/2020 02:16:48 pm,272.500,7.9
,,,10/21/2020 02:16:49 pm,273.000,7.8
,,,10/21/2020 02:16:49 pm,273.500,7.9
,,,10/21/2020 02:16:50 pm,274.000,7.8
,,,10/21/2020 02:16:50 pm,274.500,7.8
,,,10/21/2020 02:16:51 pm,275.000,7.8
,,,10/21/2020 02:16:51 pm,275.500,7.8
,,,10/21/2020 02:16:52 pm,276.000,7.8
,,,10/21/2020 02:16:52 pm,276.500,7.8
,,,10/21/2020 02:16:53 pm,277.000,7.8
,,,10/21/2020 02:16:53 pm,277.500,7.8
,,,10/21/2020 02:16:54 pm,278.000,7.8
,,,10/21/2020 02:16:54 pm,278.500,7.8
,,,10/21/2020 02:16:55 pm,279.000,7.8
,,,10/21/2020 02:16:55 pm,279.500,7.8
,,,10/21/2020 02:16:56 pm,280.000,7.8
,,,10/21/2020 02:16:56 pm,280.500,7.8
,,,10/21/2020 02:16:57 pm,281.000,7.8
,,,10/21/2020 02:16:57 pm,281.500,7.8
,,,10/21/2020 02:16:58 pm,282.000,7.8
,,,10/21/2020 02:16:58 pm,282.500,7.8
,,,10/21/2020 02:16:59 pm,283.000,7.8
,,,10/21/2020 02:16:59 pm,283.500,7.8
,,,10/21/2020 02:17:00 pm,284.000,7.8
,,,10/21/2020 02:17:00 pm,284.500,7.8
,,,10/21/2020 02:17:01 pm,285.000,7.8
,,,10/21/2020 02:17:01 pm,285.500,7.8
,,,10/21/2020 02:17:02 pm,286.000,7.8
,,,10/21/2020 02:17:02 pm,286.500,7.8
,,,10/21/2020 02:17:03 pm,287.000,7.8
,,,10/21/2020 02:17:03 pm,287.500,7.8
,,,10/21/2020 02:17:04 pm,288.000,7.8
,,,10/21/2020 02:17:04 pm,288.500,7.8
,,,10/21/2020 02:17:05 pm,289.000,7.8
,,,10/21/2020 02:17:05 pm,289.500,7.8
,,,10/21/2020 02:17:06 pm,290.000,7.7
,,,10/21/2020 02:17:06 pm,290.500,7.7
,,,10/21/2020 02:17:07 pm,291.000,7.7
,,,10/21/2020 02:17:07 pm,291.500,7.7
,,,10/21/2020 02:17:08 pm,292.000,7.7
,,,10/21/2020 02:17:08 pm,292.500,7.7
,,,10/21/2020 02:17:09 pm,293.000,7.7
,,,10/21/2020 02:17:09 pm,293.500,7.7
,,,10/21/2020 02:17:10 pm,294.000,7.7
,,,10/21/2020 02:17:10 pm,294.500,7.7
,,,10/21/2020 02:17:11 pm,295.000,7.7
,,,10/21/2020 02:17:11 pm,295.500,7.7
,,,10/21/2020 02:17:12 pm,296.000,7.7
,,,10/21/2020 02:17:12 pm,296.500,7.7
,,,10/21/2020 02:17:13 pm,297.000,7.6
,,,10/21/2020 02:17:13 pm,297.500,7.6
,,,10/21/2020 02:17:14 pm,298.000,7.6
,,,10/21/2020 02:17:14 pm,298.500,7.5
,,,10/21/2020 02:17:15 pm,299.000,7.5
,,,10/21/2020 02:17:15 pm,299.500,7.5
,,,10/21/2020 02:17:16 pm,300.000,7.5
,,,10/21/2020 02:17:16 pm,300.500,7.5
,,,10/21/2020 02:17:17 pm,301.000,7.5
,,,10/21/2020 02:17:17 pm,301.500,7.5
,,,10/21/2020 02:17:18 pm,302.000,7.5
,,,10/21/2020 02:17:18 pm,302.500,7.5
,,,10/21/2020 02:17:19 pm,303.000,7.5
,,,10/21/2020 02:17:19 pm,303.500,7.5
,,,10/21/2020 02:17:20 pm,304.000,7.4
,,,10/21/2020 02:17:20 pm,304.500,7.4
,,,10/21/2020 02:17:21 pm,305.000,7.4
,,,10/21/2020 02:17:21 pm,305.500,7.4
,,,10/21/2020 02:17:22 pm,306.000,7.4
,,,10/21/2020 02:17:22 pm,306.500,7.4
,,,10/21/2020 02:17:23 pm,307.000,7.4
,,,10/21/2020 02:17:23 pm,307.500,7.4
,,,10/21/2020 02:17:24 pm,308.000,7.4
,,,10/21/2020 02:17:24 pm,308.500,7.4
,,,10/21/2020 02:17:25 pm,309.000,7.4
,,,10/21/2020 02:17:25 pm,309.500,7.5
,,,10/21/2020 02:17:26 pm,310.000,7.4
,,,10/21/2020 02:17:26 pm,310.500,7.4
,,,10/21/2020 02:17:27 pm,311.000,7.4
,,,10/21/2020 02:17:27 pm,311.500,7.4
,,,10/21/2020 02:17:28 pm,312.000,7.4
,,,10/21/2020 02:17:28 pm,312.500,7.4
,,,10/21/2020 02:17:29 pm,313.000,7.4
,,,10/21/2020 02:17:29 pm,313.500,7.5
,,,10/21/2020 02:17:30 pm,314.000,7.4
,,,10/21/2020 02:17:30 pm,314.500,7.4
,,,10/21/2020 02:17:31 pm,315.000,7.4
,,,10/21/2020 02:17:31 pm,315.500,7.4
,,,10/21/2020 02:17:32 pm,316.000,7.4
,,,10/21/2020 02:17:32 pm,316.500,7.4
,,,10/21/2020 02:17:33 pm,317.000,7.4
,,,10/21/2020 02:17:33 pm,317.500,7.4
,,,10/21/2020 02:17:34 pm,318.000,7.3
,,,10/21/2020 02:17:34 pm,318.500,7.3
,,,10/21/2020 02:17:35 pm,319.000,7.3
,,,10/21/2020 02:17:35 pm,319.500,7.3
,,,10/21/2020 02:17:36 pm,320.000,7.3
,,,10/21/2020 02:17:36 pm,320.500,7.2
,,,10/21/2020 02:17:37 pm,321.000,7.2
,,,10/21/2020 02:17:37 pm,321.500,7.2
,,,10/21/2020 02:17:38 pm,322.000,7.2
,,,10/21/2020 02:17:38 pm,322.500,7.3
,,,10/21/2020 02:17:39 pm,323.000,7.3
,,,10/21/2020 02:17:39 pm,323.500,7.4
,,,10/21/2020 02:17:40 pm,324.000,7.4
,,,10/21/2020 02:17:40 pm,324.500,7.4
,,,10/21/2020 02:17:41 pm,325.000,7.5
,,,10/21/2020 02:17:41 pm,325.500,7.6
,,,10/21/2020 02:17:42 pm,326.000,7.7
,,,10/21/2020 02:17:42 pm,326.500,7.8
,,,10/21/2020 02:17:43 pm,327.000,7.8
,,,10/21/2020 02:17:43 pm,327.500,7.9
,,,10/21/2020 02:17:44 pm,328.000,8.0
,,,10/21/2020 02:17:44 pm,328.500,8.1
,,,10/21/2020 02:17:45 pm,329.000,8.1
,,,10/21/2020 02:17:45 pm,329.500,8.2
,,,10/21/2020 02:17:46 pm,330.000,8.2
,,,10/21/2020 02:17:46 pm,330.500,8.3
,,,10/21/2020 02:17:47 pm,331.000,8.3
,,,10/21/2020 02:17:47 pm,331.500,8.4
,,,10/21/2020 02:17:48 pm,332.000,8.4
,,,10/21/2020 02:17:48 pm,332.500,9.5
,,,10/21/2020 02:17:49 pm,333.000,11.7
,,,10/21/2020 02:17:49 pm,333.500,13.4
,,,10/21/2020 02:17:50 pm,334.000,15.0
,,,10/21/2020 02:17:50 pm,334.500,16.0
,,,10/21/2020 02:17:51 pm,335.000,16.7
,,,10/21/2020 02:17:51 pm,335.500,17.1
,,,10/21/2020 02:17:52 pm,336.000,17.0
,,,10/21/2020 02:17:52 pm,336.500,16.1
,,,10/21/2020 02:17:53 pm,337.000,15.3
,,,10/21/2020 02:17:53 pm,337.500,14.2
,,,10/21/2020 02:17:54 pm,338.000,13.1
,,,10/21/2020 02:17:54 pm,338.500,12.0
,,,10/21/2020 02:17:55 pm,339.000,11.4
,,,10/21/2020 02:17:55 pm,339.500,10.9
,,,10/21/2020 02:17:56 pm,340.000,10.5
,,,10/21/2020 02:17:56 pm,340.500,9.9
,,,10/21/2020 02:17:57 pm,341.000,9.5
,,,10/21/2020 02:17:57 pm,341.500,9.0
,,,10/21/2020 02:17:58 pm,342.000,8.4
,,,10/21/2020 02:17:58 pm,342.500,7.9
,,,10/21/2020 02:17:59 pm,343.000,7.5
,,,10/21/2020 02:17:59 pm,343.500,7.2
,,,10/21/2020 02:18:00 pm,344.000,6.9
,,,10/21/2020 02:18:00 pm,344.500,7.2
,,,10/21/2020 02:18:01 pm,345.000,8.1
,,,10/21/2020 02:18:01 pm,345.500,9.0
,,,10/21/2020 02:18:02 pm,346.000,9.6
,,,10/21/2020 02:18:02 pm,346.500,10.2
,,,10/21/2020 02:18:03 pm,347.000,10.6
,,,10/21/2020 02:18:03 pm,347.500,10.9
,,,10/21/2020 02:18:04 pm,348.000,11.2
,,,10/21/2020 02:18:04 pm,348.500,11.5
,,,10/21/2020 02:18:05 pm,349.000,11.6
,,,10/21/2020 02:18:05 pm,349.500,11.8
,,,10/21/2020 02:18:06 pm,350.000,11.9
,,,10/21/2020 02:18:06 pm,350.500,12.0
,,,10/21/2020 02:18:07 pm,351.000,12.1
,,,10/21/2020 02:18:07 pm,351.500,12.1
,,,10/21/2020 02:18:08 pm,352.000,12.2
,,,10/21/2020 02:18:08 pm,352.500,12.2
,,,10/21/2020 02:18:09 pm,353.000,12.1
,,,10/21/2020 02:18:09 pm,353.500,12.1
,,,10/21/2020 02:18:10 pm,354.000,12.1
,,,10/21/2020 02:18:10 pm,354.500,12.1
,,,10/21/2020 02:18:11 pm,355.000,12.1
,,,10/21/2020 02:18:11 pm,355.500,12.1
,,,10/21/2020 02:18:12 pm,356.000,12.1
,,,10/21/2020 02:18:12 pm,356.500,12.1
,,,10/21/2020 02:18:13 pm,357.000,12.1
,,,10/21/2020 02:18:13 pm,357.500,12.2
,,,10/21/2020 02:18:14 pm,358.000,12.3
,,,10/21/2020 02:18:14 pm,358.500,12.5
,,,10/21/2020 02:18:15 pm,359.000,12.5
,,,10/21/2020 02:18:15 pm,359.500,12.6
,,,10/21/2020 02:18:16 pm,360.000,12.6
,,,10/21/2020 02:18:16 pm,360.500,12.6
,,,10/21/2020 02:18:17 pm,361.000,12.7
,,,10/21/2020 02:18:17 pm,361.500,12.7
,,,10/21/2020 02:18:18 pm,362.000,12.7
,,,10/21/2020 02:18:18 pm,362.500,12.7
,,,10/21/2020 02:18:19 pm,363.000,12.7
,,,10/21/2020 02:18:19 pm,363.500,12.7
,,,10/21/2020 02:18:20 pm,364.000,12.7
,,,10/21/2020 02:18:20 pm,364.500,12.7
,,,10/21/2020 02:18:21 pm,365.000,12.7
,,,10/21/2020 02:18:21 pm,365.500,12.7
,,,10/21/2020 02:18:22 pm,366.000,12.7
,,,10/21/2020 02:18:22 pm,366.500,12.7
,,,10/21/2020 02:18:23 pm,367.000,12.7
,,,10/21/2020 02:18:23 pm,367.500,12.7
,,,10/21/2020 02:18:24 pm,368.000,12.7
,,,10/21/2020 02:18:24 pm,368.500,12.7
,,,10/21/2020 02:18:25 pm,369.000,12.7
,,,10/21/2020 02:18:25 pm,369.500,12.7
,,,10/21/2020 02:18:26 pm,370.000,12.7
,,,10/21/2020 02:18:26 pm,370.500,12.7
,,,10/21/2020 02:18:27 pm,371.000,12.7
,,,10/21/2020 02:18:27 pm,371.500,12.7
,,,10/21/2020 02:18:28 pm,372.000,12.7
,,,10/21/2020 02:18:28 pm,372.500,13.1
,,,10/21/2020 02:18:29 pm,373.000,13.4
,,,10/21/2020 02:18:29 pm,373.500,13.6
,,,10/21/2020 02:18:30 pm,374.000,13.7
,,,10/21/2020 02:18:30 pm,374.500,13.7
,,,10/21/2020 02:18:31 pm,375.000,13.7
,,,10/21/2020 02:18:31 pm,375.500,13.8
,,,10/21/2020 02:18:32 pm,376.000,13.7
,,,10/21/2020 02:18:32 pm,376.500,13.7
,,,10/21/2020 02:18:33 pm,377.000,13.6
,,,10/21/2020 02:18:33 pm,377.500,13.6
,,,10/21/2020 02:18:34 pm,378.000,13.6
,,,10/21/2020 02:18:34 pm,378.500,13.5
,,,10/21/2020 02:18:35 pm,379.000,13.5
,,,10/21/2020 02:18:35 pm,379.500,13.4
,,,10/21/2020 02:18:36 pm,380.000,13.3
,,,10/21/2020 02:18:36 pm,380.500,13.2
,,,10/21/2020 02:18:37 pm,381.000,13.2
,,,10/21/2020 02:18:37 pm,381.500,13.1
,,,10/21/2020 02:18:38 pm,382.000,13.1
,,,10/21/2020 02:18:38 pm,382.500,13.0
,,,10/21/2020 02:18:39 pm,383.000,13.0
,,,10/21/2020 02:18:39 pm,383.500,12.9
,,,10/21/2020 02:18:40 pm,384.000,12.9
,,,10/21/2020 02:18:40 pm,384.500,12.9
,,,10/21/2020 02:18:41 pm,385.000,12.9
,,,10/21/2020 02:18:41 pm,385.500,12.9
,,,10/21/2020 02:18:42 pm,386.000,12.9
,,,10/21/2020 02:18:42 pm,386.500,12.9
,,,10/21/2020 02:18:43 pm,387.000,12.9
,,,10/21/2020 02:18:43 pm,387.500,12.8
,,,10/21/2020 02:18:44 pm,388.000,12.9
,,,10/21/2020 02:18:44 pm,388.500,12.8
,,,10/21/2020 02:18:45 pm,389.000,12.8
,,,10/21/2020 02:18:45 pm,389.500,12.8
,,,10/21/2020 02:18:46 pm,390.000,12.8
,,,10/21/2020 02:18:46 pm,390.500,12.8
,,,10/21/2020 02:18:47 pm,391.000,12.8
,,,10/21/2020 02:18:47 pm,391.500,12.8
,,,10/21/2020 02:18:48 pm,392.000,12.8
,,,10/21/2020 02:18:48 pm,392.500,12.8
,,,10/21/2020 02:18:49 pm,393.000,12.8
,,,10/21/2020 02:18:49 pm,393.500,12.8
,,,10/21/2020 02:18:50 pm,394.000,12.8
,,,10/21/2020 02:18:50 pm,394.500,12.8
,,,10/21/2020 02:18:51 pm,395.000,12.8
,,,10/21/2020 02:18:51 pm,395.500,12.8
,,,10/21/2020 02:18:52 pm,396.000,12.8
,,,10/21/2020 02:18:52 pm,396.500,12.8
,,,10/21/2020 02:18:53 pm,397.000,12.8
,,,10/21/2020 02:18:53 pm,397.500,12.8
,,,10/21/2020 02:18:54 pm,398.000,12.8
,,,10/21/2020 02:18:54 pm,398.500,12.8
,,,10/21/2020 02:18:55 pm,399.000,12.8
,,,10/21/2020 02:18:55 pm,399.500,12.8
,,,10/21/2020 02:18:56 pm,400.000,12.8
,,,10/21/2020 02:18:56 pm,400.500,12.8
,,,10/21/2020 02:18:57 pm,401.000,12.8
,,,10/21/2020 02:18:57 pm,401.500,12.7
,,,10/21/2020 02:18:58 pm,402.000,12.8
,,,10/21/2020 02:18:58 pm,402.500,12.7
,,,10/21/2020 02:18:59 pm,403.000,12.7
,,,10/21/2020 02:18:59 pm,403.500,12.8
,,,10/21/2020 02:19:00 pm,404.000,12.7
,,,10/21/2020 02:19:00 pm,404.500,12.7
,,,10/21/2020 02:19:01 pm,405.000,12.8
,,,10/21/2020 02:19:01 pm,405.500,12.8
,,,10/21/2020 02:19:02 pm,406.000,12.7
,,,10/21/2020 02:19:02 pm,406.500,12.8
,,,10/21/2020 02:19:03 pm,407.000,12.8
,,,10/21/2020 02:19:03 pm,407.500,12.8
,,,10/21/2020 02:19:04 pm,408.000,12.8
,,,10/21/2020 02:19:04 pm,408.500,13.4
,,,10/21/2020 02:19:05 pm,409.000,15.3
,,,10/21/2020 02:19:05 pm,409.500,17.7
,,,10/21/2020 02:19:06 pm,410.000,20.7
,,,10/21/2020 02:19:06 pm,410.500,23.5
,,,10/21/2020 02:19:07 pm,411.000,25.9
,,,10/21/2020 02:19:07 pm,411.500,28.1
,,,10/21/2020 02:19:08 pm,412.000,29.8
,,,10/21/2020 02:19:08 pm,412.500,31.3
,,,10/21/2020 02:19:09 pm,413.000,32.3
,,,10/21/2020 02:19:09 pm,413.500,33.3
,,,10/21/2020 02:19:10 pm,414.000,34.1
,,,10/21/2020 02:19:10 pm,414.500,34.7
,,,10/21/2020 02:19:11 pm,415.000,35.5
,,,10/21/2020 02:19:11 pm,415.500,36.1
,,,10/21/2020 02:19:12 pm,416.000,36.5
,,,10/21/2020 02:19:12 pm,416.500,36.9
,,,10/21/2020 02:19:13 pm,417.000,37.1
,,,10/21/2020 02:19:13 pm,417.500,37.4
,,,10/21/2020 02:19:14 pm,418.000,37.6
,,,10/21/2020 02:19:14 pm,418.500,37.8
,,,10/21/2020 02:19:15 pm,419.000,38.0
,,,10/21/2020 02:19:15 pm,419.500,38.2
,,,10/21/2020 02:19:16 pm,420.000,38.3
,,,10/21/2020 02:19:16 pm,420.500,38.5
,,,10/21/2020 02:19:17 pm,421.000,38.6
,,,10/21/2020 02:19:17 pm,421.500,38.7
,,,10/21/2020 02:19:18 pm,422.000,38.7
,,,10/21/2020 02:19:18 pm,422.500,38.7
,,,10/21/2020 02:19:19 pm,423.000,38.8
